OG_id	D_melanogaster_all	D_melanogaster_gene	D_melanogaster_protein	D_yakuba_all	D_yakuba_gene	D_yakuba_protein	ML dN	ML dS	ML omega
45535	FBgn0037199	FBgn0037199	FBpp0312454	FBgn0236828	FBgn0236828	FBpp0264497	0.0133	0.3908	0.034
45536	FBgn0033076	FBgn0033076	FBpp0297100	FBgn0241814	FBgn0241814	FBpp0364369	0.1485	0.2306	0.644
45542	FBgn0030433	FBgn0030433	FBpp0309878	FBgn0234517	FBgn0234517	FBpp0262041	0.0357	0.3795	0.0941
45557	FBgn0038973	FBgn0038973	FBpp0083648	FBgn0068363	FBgn0068363	FBpp0255315	0.0043	0.1277	0.0337
45566	FBgn0035282	FBgn0035282	FBpp0292254	FBgn0238196	FBgn0238196	FBpp0355081	0.0323	0.3492	0.0925
45582	FBgn0262592	FBgn0262592	FBpp0293730	FBgn0237588	FBgn0237588	FBpp0358222	0.0563	0.2447	0.2301
45584	FBgn0037783	FBgn0037783	FBpp0081654	FBgn0243049	FBgn0243049	FBpp0271016	0.0329	0.2423	0.1358
45591	FBgn0039404	FBgn0039404	FBpp0084341	FBgn0240818	FBgn0240818	FBpp0268664	0.0181	0.2694	0.0672
45599	FBgn0052708;FBgn0030524;FBgn0085521;FBgn0085693	FBgn0052708	FBpp0071223	FBgn0233382	FBgn0233382	FBpp0260827	0.0646	0.5563	0.1161
45600	FBgn0040360	FBgn0040360	FBpp0070193	FBgn0234164	FBgn0234164	FBpp0355562	0.055	0.4285	0.1284
45611	FBgn0037675	FBgn0037675	FBpp0081494	FBgn0242988	FBgn0242988	FBpp0270950	0.0824	0.6218	0.1325
45615	FBgn0030679	FBgn0030679	FBpp0073901	FBgn0234691	FBgn0234691	FBpp0262223	0.0246	0.2676	0.0919
45618	FBgn0040096	FBgn0040096	FBpp0112229	FBgn0235916	FBgn0235916	FBpp0263513	0.0688	0.3015	0.2282
45626	FBgn0031296	FBgn0031296	FBpp0290309	FBgn0234744	FBgn0234744	FBpp0262276	0.1686	0.5562	0.3031
45638	FBgn0005648	FBgn0005648	FBpp0087863	FBgn0068105	FBgn0068105	FBpp0363065	0.0059	0.3467	0.017
45640	FBgn0038453	FBgn0038453	FBpp0082786	FBgn0241697	FBgn0241697	FBpp0269596	0.035	0.3867	0.0905
45641	FBgn0053673	FBgn0053673	FBpp0300171	FBgn0232886	FBgn0232886	FBpp0355639	0.2522	0.387	0.6517
45653	FBgn0036359	FBgn0036359	FBpp0075591	FBgn0068427	FBgn0068427	FBpp0265074	0.0308	0.4461	0.069
45660	FBgn0038761	FBgn0038761	FBpp0298347	FBgn0242184	FBgn0242184	FBpp0359323	0.0222	0.3636	0.0611
45664	FBgn0025637	FBgn0025637	FBpp0070118	FBgn0067928	FBgn0067928	FBpp0261641	0.0049	0.9681	0.0051
45675	FBgn0262610;FBgn0262575	FBgn0262610	FBpp0293827	FBgn0231880	FBgn0231880	FBpp0259274	0.2936	0.4378	0.6706
45682	FBgn0024814	FBgn0024814	FBpp0290037	FBgn0236990	FBgn0236990	FBpp0264663	0.002	0.3238	0.0062
45685	FBgn0029657	FBgn0029657	FBpp0070509	FBgn0234387	FBgn0234387	FBpp0357380	0.1305	0.5572	0.2342
45688	FBgn0036443	FBgn0036443	FBpp0075453	FBgn0237333	FBgn0237333	FBpp0265018	0.3347	0.509	0.6576
45691	FBgn0037611	FBgn0037611	FBpp0307997	FBgn0242944	FBgn0242944	FBpp0270905	0.0791	0.3468	0.2281
45692	FBgn0036502	FBgn0036502	FBpp0075357	FBgn0237180;FBgn0240051	FBgn0237180	FBpp0264859	0.0124	0.257	0.0482
45693	FBgn0038833	FBgn0038833	FBpp0083375	FBgn0084486	FBgn0084486	FBpp0270702	0.0175	0.2759	0.0634
45705	FBgn0034750	FBgn0034750	FBpp0071847	FBgn0229641	FBgn0229641	FBpp0256865	0.012	0.187	0.0642
45706	FBgn0030493	FBgn0030493	FBpp0073614	FBgn0234565	FBgn0234565	FBpp0262092	0.0546	0.27	0.2022
45711	FBgn0034538	FBgn0034538	FBpp0309593	FBgn0231431	FBgn0231431	FBpp0258789	0.0363	0.3777	0.0961
45712	FBgn0004636	FBgn0004636	FBpp0072746	FBgn0084991	FBgn0084991	FBpp0265917	0.0002	0.1691	0.0012
45721	FBgn0034863	FBgn0034863	FBpp0071931	FBgn0229366	FBgn0229366	FBpp0256576	0.0907	0.4998	0.1815
45726	FBgn0036230	FBgn0036230	FBpp0075797	FBgn0237481	FBgn0237481	FBpp0265169	0.1326	0.2732	0.4854
45731	FBgn0034295	FBgn0034295	FBpp0085987	FBgn0068495	FBgn0068495	FBpp0258950	0.1024	0.5258	0.1948
45732	FBgn0035621	FBgn0035621	FBpp0076834	FBgn0237857	FBgn0237857	FBpp0265556	0.0581	0.2877	0.2019
45733	FBgn0035455	FBgn0035455	FBpp0072998	FBgn0237984	FBgn0237984	FBpp0362019	0.2876	0.7151	0.4022
45735	FBgn0033945	FBgn0033945	FBpp0290949	FBgn0230059	FBgn0230059	FBpp0257313	0.0748	0.3887	0.1924
45738	FBgn0046999	FBgn0046999	FBpp0086193	FBgn0229617	FBgn0229617	FBpp0256839	0.0301	0.3943	0.0763
45740	FBgn0002734	FBgn0002734	FBpp0084328	FBgn0082706	FBgn0082706	FBpp0362280	0.0108	0.3229	0.0334
45750	FBgn0021795	FBgn0021795	FBpp0311866	FBgn0068022	FBgn0068022	FBpp0258537	0.0051	0.2367	0.0215
45751	FBgn0053469	FBgn0053469	FBpp0086633	FBgn0230058	FBgn0230058	FBpp0257312	0.0928	0.3625	0.256
45753	FBgn0053307	FBgn0053307	FBpp0080142	FBgn0229191	FBgn0229191	FBpp0256388	0.0534	0.3539	0.1509
45759	FBgn0034543	FBgn0034543	FBpp0311508	FBgn0229901	FBgn0229901	FBpp0257144	0.0327	0.2343	0.1396
45769	FBgn0259184	FBgn0259184	FBpp0288946	FBgn0231216	FBgn0231216	FBpp0364504	0.0458	0.2824	0.1622
45771	FBgn0037899	FBgn0037899	FBpp0081879	FBgn0241733	FBgn0241733	FBpp0269633	0.0323	0.321	0.1006
45772	FBgn0025700	FBgn0025700	FBpp0401486	FBgn0068285	FBgn0068285	FBpp0255203	0.0042	0.2585	0.0162
45792	FBgn0040355	FBgn0040355	FBpp0070521	FBgn0233821	FBgn0233821	FBpp0355200	0.2317	0.5898	0.3928
45794	FBgn0037350	FBgn0037350	FBpp0078389	FBgn0084974	FBgn0084974	FBpp0269164	0.0536	0.1957	0.2739
45796	FBgn0053468	FBgn0053468	FBpp0086632	FBgn0230057	FBgn0230057	FBpp0257311	0.0848	0.5031	0.1686
45799	FBgn0030181	FBgn0030181	FBpp0111886	FBgn0235273	FBgn0235273	FBpp0356790	0.4085	1.0859	0.3762
45800	FBgn0261293	FBgn0261293	FBpp0090958	FBgn0229587	FBgn0229587	FBpp0256805	0.1468	0.4739	0.3098
45805	FBgn0032419	FBgn0032419	FBpp0079923	FBgn0235985	FBgn0235985	FBpp0263588	0.0661	0.3863	0.1711
45806	FBgn0034968	FBgn0034968	FBpp0072083	FBgn0068082	FBgn0068082	FBpp0259378	0.0001	0.06	0.0017
45808	FBgn0259748	FBgn0259748	FBpp0289733	FBgn0276384	FBgn0276384	FBpp0356251	0.0954	0.2656	0.3592
45816	FBgn0032261	FBgn0032261	FBpp0307934	FBgn0235883	FBgn0235883	FBpp0263477	0.019	0.426	0.0446
45817	FBgn0039059	FBgn0039059	FBpp0083792	FBgn0241119	FBgn0241119	FBpp0268987	0.1046	0.417	0.2508
45818	FBgn0035495	FBgn0035495	FBpp0300673	FBgn0238670	FBgn0238670	FBpp0266420	0.069	0.1201	0.5745
45819	FBgn0030028	FBgn0030028	FBpp0071127	FBgn0234930	FBgn0234930	FBpp0262474	0.0478	0.3062	0.1561
45834	FBgn0033573	FBgn0033573	FBpp0087295	FBgn0230570	FBgn0230570	FBpp0257861	0.0639	0.4746	0.1346
45844	FBgn0262583	FBgn0262583	FBpp0293654	FBgn0236483	FBgn0236483	FBpp0358647	0.1202	0.4536	0.265
45848	FBgn0029810	FBgn0029810	FBpp0070780	FBgn0233958	FBgn0233958	FBpp0364655	0.1241	0.2893	0.429
45854	FBgn0284255	FBgn0284255	FBpp0078831	FBgn0231316	FBgn0231316	FBpp0258669	0.0005	0.518	0.001
45855	FBgn0063368	FBgn0063368	FBpp0112499	FBgn0277104	FBgn0277104	FBpp0357027	0.0775	0.3591	0.2158
45856	FBgn0037310	FBgn0037310	FBpp0078430	FBgn0242527	FBgn0242527	FBpp0355824	0.0926	0.2897	0.3196
45858	FBgn0053626	FBgn0053626	FBpp0288447	FBgn0230201	FBgn0230201	FBpp0362641	0.0356	0.2543	0.14
45861	FBgn0031254	FBgn0031254	FBpp0077717	FBgn0234306	FBgn0234306	FBpp0261824	0.0068	0.2608	0.0261
45862	FBgn0032491	FBgn0032491	FBpp0271956	FBgn0236034	FBgn0236034	FBpp0263639	0.0282	0.4991	0.0565
45865	FBgn0052831	FBgn0052831	FBpp0079798	FBgn0235932	FBgn0235932	FBpp0263531	0.0089	0.1161	0.0767
45872	FBgn0038142	FBgn0038142	FBpp0082217	FBgn0243298	FBgn0243298	FBpp0271277	0.1325	0.2825	0.469
45877	FBgn0033970	FBgn0033970	FBpp0086577	FBgn0231272	FBgn0231272	FBpp0258623	0.0176	0.1613	0.1091
45878	FBgn0052569	FBgn0052569	FBpp0288687	FBgn0235072	FBgn0235072	FBpp0262629	0.0524	0.2768	0.1893
45884	FBgn0032053	FBgn0032053	FBpp0079304	FBgn0228727	FBgn0228727	FBpp0255904	0.0128	0.3232	0.0396
45894	FBgn0032023	FBgn0032023	FBpp0079224	FBgn0236147	FBgn0236147	FBpp0263766	0.0278	0.3274	0.0849
45900	FBgn0053772	FBgn0053772	FBpp0292731	FBgn0277118	FBgn0277118	FBpp0363861	0.0504	0.3595	0.1402
45903	FBgn0038198	FBgn0038198	FBpp0082349	FBgn0241348	FBgn0241348	FBpp0355688	0.0179	0.3217	0.0556
45906	FBgn0030258	FBgn0030258	FBpp0073252	FBgn0234797	FBgn0234797	FBpp0363658	0.0023	0.0986	0.0233
45908	FBgn0038901	FBgn0038901	FBpp0083529	FBgn0228114	FBgn0228114	FBpp0255250	0.0074	0.298	0.0248
45915	FBgn0035853	FBgn0035853	FBpp0076445	FBgn0068249	FBgn0068249	FBpp0266338	0.0072	0.1122	0.0642
45916	FBgn0034849	FBgn0034849	FBpp0302898	FBgn0229378	FBgn0229378	FBpp0256588	0.0225	0.3022	0.0745
45922	FBgn0037424	FBgn0037424	FBpp0078256	FBgn0068481	FBgn0068481	FBpp0255209	0.0177	0.3497	0.0506
45928	FBgn0029552	FBgn0029552	FBpp0070167	FBgn0234152	FBgn0234152	FBpp0261664	0.1187	0.4795	0.2475
45929	FBgn0032519	FBgn0032519	FBpp0080101	FBgn0229421	FBgn0229421	FBpp0256633	0.1946	0.4794	0.4059
45932	FBgn0032025	FBgn0032025	FBpp0311775	FBgn0068239	FBgn0068239	FBpp0263768	0.0534	0.3079	0.1734
45936	FBgn0035355	FBgn0035355	FBpp0072806	FBgn0237645	FBgn0237645	FBpp0265337	0.0125	0.3309	0.0378
45939	FBgn0036395	FBgn0036395	FBpp0075509	FBgn0239226	FBgn0239226	FBpp0267003	0.1203	0.5426	0.2217
45941	FBgn0265429	FBgn0265429	FBpp0308793	FBgn0230250	FBgn0230250	FBpp0257522	0.1753	0.524	0.3345
45944	FBgn0032987	FBgn0032987	FBpp0311640	FBgn0068456	FBgn0068456	FBpp0257965	0.0029	0.2597	0.0112
45949	FBgn0033274	FBgn0033274	FBpp0087881	FBgn0240425	FBgn0240425	FBpp0268236	0.0248	0.4553	0.0545
45953	FBgn0016120	FBgn0016120	FBpp0083142	FBgn0068541	FBgn0068541	FBpp0360649	0.0044	0.4165	0.0106
45959	FBgn0260644	FBgn0260644	FBpp0290171	FBgn0277043	FBgn0277043	FBpp0355513	0.1976	0.4867	0.406
45966	FBgn0040076	FBgn0040076	FBpp0100064	FBgn0241535	FBgn0241535	FBpp0269427	0.072	0.3402	0.2116
45970	FBgn0036422	FBgn0036422	FBpp0075472	FBgn0237348	FBgn0237348	FBpp0361029	0.0828	0.3835	0.2159
45975	FBgn0051717	FBgn0051717	FBpp0079567	FBgn0236284	FBgn0236284	FBpp0263920	0.0292	0.3626	0.0805
45977	FBgn0036641	FBgn0036641	FBpp0302954	FBgn0239437	FBgn0239437	FBpp0267220	0.0549	0.4716	0.1164
45978	FBgn0037422	FBgn0037422	FBpp0078254	FBgn0228074	FBgn0228074	FBpp0255207	0.0586	0.2568	0.2282
45981	FBgn0030538;FBgn0052598;FBgn0030563;FBgn0030566	FBgn0030538	FBpp0088324	FBgn0234621	FBgn0234621	FBpp0262150	0.2587	0.3774	0.6855
45991	FBgn0034861	FBgn0034861	FBpp0112024	FBgn0229368	FBgn0229368	FBpp0355927	0.0256	0.3102	0.0825
45995	FBgn0036094	FBgn0036094	FBpp0075988	FBgn0239001	FBgn0239001	FBpp0266766	0.0543	0.3335	0.1628
45997	FBgn0263034	FBgn0263034	FBpp0297768	FBgn0239910;FBgn0277184	FBgn0239910	FBpp0267713	0.1972	0.389	0.5069
46009	FBgn0024249	FBgn0024249	FBpp0086327	FBgn0231704	FBgn0231704	FBpp0259088	0.0297	0.2699	0.11
46011	FBgn0038859	FBgn0038859	FBpp0083433	FBgn0242102;FBgn0228894	FBgn0242102	FBpp0270022	0.0719	0.3343	0.2151
46013	FBgn0032704	FBgn0032704	FBpp0309815	FBgn0230437	FBgn0230437	FBpp0257723	0.0092	0.2571	0.0358
46020	FBgn0030009	FBgn0030009	FBpp0304003	FBgn0233329	FBgn0233329	FBpp0260774	0.0697	0.3055	0.2282
46024	FBgn0053703	FBgn0053703	FBpp0091014	FBgn0238500	FBgn0238500	FBpp0266237	0.0484	0.2905	0.1666
46033	FBgn0037087	FBgn0037087	FBpp0078009	FBgn0240249;FBgn0237093	FBgn0240249	FBpp0268058	0.0325	0.2677	0.1214
46039	FBgn0037782	FBgn0037782	FBpp0081680	FBgn0241812	FBgn0241812	FBpp0269717	0.0179	0.2939	0.0609
46047	FBgn0032034	FBgn0032034	FBpp0292524	FBgn0236154	FBgn0236154	FBpp0263775	0.1736	0.2875	0.6038
46059	FBgn0051730	FBgn0051730	FBpp0080059	FBgn0229569	FBgn0229569	FBpp0256786	0.0623	0.5106	0.122
46079	FBgn0054012	FBgn0054012	FBpp0099423	FBgn0237555	FBgn0237555	FBpp0265246	0.0338	0.3081	0.1097
46080	FBgn0030663	FBgn0030663	FBpp0073866	FBgn0234679	FBgn0234679	FBpp0262211	0.1175	0.9275	0.1267
46081	FBgn0035141	FBgn0035141	FBpp0072463	FBgn0238299	FBgn0238299	FBpp0266027	0.0067	0.4888	0.0137
46082	FBgn0032822	FBgn0032822	FBpp0080829	FBgn0230967	FBgn0230967	FBpp0258291	0.0115	0.4696	0.0245
46084	FBgn0261019	FBgn0261019	FBpp0289215	FBgn0242594	FBgn0242594	FBpp0356896	0.0511	0.2859	0.1787
46086	FBgn0040362	FBgn0040362	FBpp0070191	FBgn0234162	FBgn0234162	FBpp0261675	0.0297	0.2353	0.1262
46095	FBgn0085341	FBgn0085341	FBpp0111422	FBgn0231067	FBgn0231067	FBpp0258398	0.1706	0.5978	0.2854
46100	FBgn0039129	FBgn0039129	FBpp0304717	FBgn0228681	FBgn0228681	FBpp0255854	0.093	0.4319	0.2153
46110	FBgn0036221	FBgn0036221	FBpp0304379	FBgn0239104	FBgn0239104	FBpp0266872	0.2941	0.4657	0.6315
46111	FBgn0035988	FBgn0035988	FBpp0076213	FBgn0275534	FBgn0275534	FBpp0357070	0.054	0.2259	0.239
46112	FBgn0036936	FBgn0036936	FBpp0074587	FBgn0275694;FBgn0240427	FBgn0275694	FBpp0359213	0.0299	0.269	0.1112
46115	FBgn0033168	FBgn0033168	FBpp0088076	FBgn0241186	FBgn0241186	FBpp0354678	0.0999	0.4284	0.2332
46140	FBgn0034198	FBgn0034198	FBpp0311625	FBgn0229447	FBgn0229447	FBpp0359881	0.1507	0.2838	0.531
46154	FBgn0036690	FBgn0036690	FBpp0288660	FBgn0239401	FBgn0239401	FBpp0353618	0.0425	0.359	0.1184
46156	FBgn0035413	FBgn0035413	FBpp0072903	FBgn0238601	FBgn0238601	FBpp0266348	0.0365	0.384	0.0951
46168	FBgn0032366	FBgn0032366	FBpp0079830	FBgn0230560	FBgn0230560	FBpp0257850	0.2751	0.4561	0.6032
46169	FBgn0032851	FBgn0032851	FBpp0088927	FBgn0230334	FBgn0230334	FBpp0257614	0.1053	0.3373	0.3122
46170	FBgn0032867	FBgn0032867	FBpp0080912	FBgn0230998	FBgn0230998	FBpp0258323	0.218	0.3577	0.6094
46174	FBgn0035023	FBgn0035023	FBpp0288657	FBgn0232023	FBgn0232023	FBpp0356939	0.0036	0.0709	0.0508
46179	FBgn0034967	FBgn0034967	FBpp0072081	FBgn0067981	FBgn0067981	FBpp0354825	0.0266	0.0702	0.3789
46180	FBgn0046247	FBgn0046247	FBpp0084532	FBgn0240888	FBgn0240888	FBpp0268740	0.0002	0.1519	0.0013
46181	FBgn0039930	FBgn0039930	FBpp0088286	FBgn0232097	FBgn0232097	FBpp0259503	0.065	0.3618	0.1797
46182	FBgn0086856	FBgn0086856	FBpp0077787	FBgn0234189	FBgn0234189	FBpp0261702	0.2134	0.5918	0.3606
46184	FBgn0033081	FBgn0033081	FBpp0307646	FBgn0067968	FBgn0067968	FBpp0269664	0.0197	0.3594	0.0548
46186	FBgn0032126	FBgn0032126	FBpp0079430	FBgn0236235	FBgn0236235	FBpp0263862	0.0672	0.2786	0.2412
46189	FBgn0033872	FBgn0033872	FBpp0308974	FBgn0230295	FBgn0230295	FBpp0352413	0.0104	0.1301	0.0799
46195	FBgn0031410	FBgn0031410	FBpp0077478	FBgn0232726	FBgn0232726	FBpp0260147	0.0984	0.2571	0.3827
46202	FBgn0032563	FBgn0032563	FBpp0080302	FBgn0236748	FBgn0236748	FBpp0264415	0.0592	0.3325	0.178
46205	FBgn0263020	FBgn0263020	FBpp0297754	FBgn0276113	FBgn0276113	FBpp0360772	0.0698	0.587	0.1189
46213	FBgn0026316	FBgn0026316	FBpp0088522	FBgn0068006	FBgn0068006	FBpp0258967	0.0083	0.2513	0.033
46214	FBgn0029868	FBgn0029868	FBpp0070885	FBgn0068326	FBgn0068326	FBpp0261477	0.0027	0.2527	0.0107
46215	FBgn0033544	FBgn0033544	FBpp0087313	FBgn0230555	FBgn0230555	FBpp0360637	0.0067	0.2282	0.0294
46217	FBgn0052638	FBgn0052638	FBpp0289681	FBgn0233718	FBgn0233718	FBpp0261186	0.0054	0.2534	0.0213
46224	FBgn0024188	FBgn0024188	FBpp0087227	FBgn0230104	FBgn0230104	FBpp0257366	0.0112	0.3285	0.0341
46229	FBgn0039671	FBgn0039671	FBpp0084837	FBgn0228311	FBgn0228311	FBpp0255460	0.1291	0.5019	0.2572
46234	FBgn0038931	FBgn0038931	FBpp0083579	FBgn0228142	FBgn0228142	FBpp0255279	0.0655	0.1738	0.3769
46242	FBgn0035479	FBgn0035479	FBpp0073027	FBgn0237967	FBgn0237967	FBpp0265672	0.2721	0.2856	0.9527
46246	FBgn0261534	FBgn0261534	FBpp0080212	FBgn0242137	FBgn0242137	FBpp0270058	0.0106	0.2496	0.0425
46250	FBgn0043535;FBgn0043534	FBgn0043535	FBpp0085606	FBgn0229884;FBgn0229885	FBgn0229884	FBpp0257125	0.3068	1.4525	0.2112
46252	FBgn0053796;FBgn0053795	FBgn0053796	FBpp0091046	FBgn0240091;FBgn0240012;FBgn0276967;FBgn0240321;FBgn0240090	FBgn0240091	FBpp0267898	0.1351	0.5352	0.2524
46268	FBgn0036780	FBgn0036780	FBpp0074893	FBgn0237280	FBgn0237280	FBpp0264961	0.0098	0.2911	0.0337
46276	FBgn0030898	FBgn0030898	FBpp0074363	FBgn0233123	FBgn0233123	FBpp0260560	0.1895	0.4178	0.4536
46282	FBgn0039132	FBgn0039132	FBpp0083884	FBgn0240616	FBgn0240616	FBpp0357727	0.0425	0.2341	0.1815
46291	FBgn0030025	FBgn0030025	FBpp0071114	FBgn0233337	FBgn0233337	FBpp0260782	0.1044	0.2033	0.5135
46301	FBgn0052642	FBgn0052642	FBpp0312038	FBgn0276042	FBgn0276042	FBpp0362543	0.0733	0.3646	0.201
46306	FBgn0033523	FBgn0033523	FBpp0087405	FBgn0238764	FBgn0238764	FBpp0266517	0.0259	0.4679	0.0554
46308	FBgn0027945	FBgn0027945	FBpp0078066	FBgn0240161;FBgn0239572	FBgn0240161	FBpp0267970	0.0164	0.3446	0.0476
46319	FBgn0039481	FBgn0039481	FBpp0084505	FBgn0228445	FBgn0228445	FBpp0255600	0.0074	0.3021	0.0245
46329	FBgn0034803	FBgn0034803	FBpp0071862	FBgn0068187	FBgn0068187	FBpp0259262	0.0137	0.2515	0.0545
46338	FBgn0034363	FBgn0034363	FBpp0085886	FBgn0229762	FBgn0229762	FBpp0256994	0.0086	0.4575	0.0188
46341	FBgn0030573	FBgn0030573	FBpp0073750	FBgn0234629	FBgn0234629	FBpp0262158	0.0183	0.3364	0.0544
46342	FBgn0035082	FBgn0035082	FBpp0072318	FBgn0229210	FBgn0229210	FBpp0256410	0.0561	0.5384	0.1042
46347	FBgn0053178	FBgn0053178	FBpp0309372	FBgn0234643	FBgn0234643	FBpp0362629	0.0025	0.1746	0.0143
46351	FBgn0034377	FBgn0034377	FBpp0085788	FBgn0276980	FBgn0276980	FBpp0360116	0.0642	0.276	0.2326
46358	FBgn0024986	FBgn0024986	FBpp0070224	FBgn0234046	FBgn0234046	FBpp0261541	0.0126	0.405	0.0311
46362	FBgn0085265	FBgn0085265	FBpp0311852	FBgn0231026	FBgn0231026	FBpp0361739	0.0445	0.2773	0.1605
46366	FBgn0037797	FBgn0037797	FBpp0081700	FBgn0243060	FBgn0243060	FBpp0271027	0.0319	0.287	0.1111
46368	FBgn0053914	FBgn0053914	FBpp0298045	FBgn0241397	FBgn0241397	FBpp0355476	0.0824	0.2977	0.2768
46372	FBgn0038868	FBgn0038868	FBpp0083451	FBgn0242774;FBgn0276673	FBgn0242774	FBpp0270726	0.0409	0.3882	0.1054
46374	FBgn0032088	FBgn0032088	FBpp0079367	FBgn0236206	FBgn0236206	FBpp0263832	0.0314	0.233	0.1348
46381	FBgn0035725	FBgn0035725	FBpp0076645	FBgn0237771	FBgn0237771	FBpp0265466	0.0604	0.5668	0.1066
46391	FBgn0037030	FBgn0037030	FBpp0077920	FBgn0237048	FBgn0237048	FBpp0264724	0.0135	0.3137	0.043
46396	FBgn0034481	FBgn0034481	FBpp0289916	FBgn0229860	FBgn0229860	FBpp0354115	0.0002	0.2412	0.0008
46401	FBgn0051128;FBgn0052219	FBgn0051128	FBpp0084022	FBgn0240668;FBgn0239674;FBgn0239967	FBgn0240668	FBpp0268498	0.1792	0.3965	0.452
46407	FBgn0051053;FBgn0031018	FBgn0051053	FBpp0084637	FBgn0228386;FBgn0233406	FBgn0228386	FBpp0353156	0.0949	0.4009	0.2367
46409	FBgn0038219	FBgn0038219	FBpp0082379	FBgn0241355	FBgn0241355	FBpp0269235	0.1052	0.2848	0.3694
46413	FBgn0050196	FBgn0050196	FBpp0071838	FBgn0229633	FBgn0229633	FBpp0256855	0.0296	0.4439	0.0667
46432	FBgn0022943	FBgn0022943	FBpp0082973	FBgn0242580	FBgn0242580	FBpp0270524	0.0086	0.583	0.0148
46434	FBgn0037898	FBgn0037898	FBpp0290123	FBgn0243135	FBgn0243135	FBpp0271105	0.0149	0.3266	0.0456
46437	FBgn0030622	FBgn0030622	FBpp0073841	FBgn0233611	FBgn0233611	FBpp0261071	0.0792	0.2896	0.2735
46438	FBgn0031111	FBgn0031111	FBpp0309320	FBgn0232929	FBgn0232929	FBpp0260359	0.0492	0.3856	0.1276
46439	FBgn0034165	FBgn0034165	FBpp0086194	FBgn0229618	FBgn0229618	FBpp0256840	0.0165	0.277	0.0596
46445	FBgn0052029	FBgn0052029	FBpp0076294	FBgn0238063	FBgn0238063	FBpp0265773	0.003	0.3629	0.0083
46446	FBgn0037636	FBgn0037636	FBpp0081413	FBgn0241916	FBgn0241916	FBpp0360629	0.0084	0.1194	0.0704
46450	FBgn0004587	FBgn0004587	FBpp0300515	FBgn0243315	FBgn0243315	FBpp0355654	0.0064	0.1673	0.0383
46461	FBgn0082598	FBgn0082598	FBpp0076559	FBgn0068216	FBgn0068216	FBpp0266620	0.0085	0.2782	0.0306
46484	FBgn0039760	FBgn0039760	FBpp0311422	FBgn0228704	FBgn0228704	FBpp0361377	0.0923	0.4508	0.2047
46487	FBgn0036584	FBgn0036584	FBpp0075236	FBgn0239797;FBgn0240011	FBgn0239797	FBpp0362471	0.0123	0.2138	0.0575
46488	FBgn0036232	FBgn0036232	FBpp0302672	FBgn0239111	FBgn0239111	FBpp0266879	0.104	0.2253	0.4616
46494	FBgn0017456	FBgn0017456	FBpp0081076	FBgn0242841	FBgn0242841	FBpp0270795	0.0055	0.2303	0.0239
46502	FBgn0034517	FBgn0034517	FBpp0289081	FBgn0231446	FBgn0231446	FBpp0258804	0.024	0.2255	0.1064
46503	FBgn0034986	FBgn0034986	FBpp0072184	FBgn0229280	FBgn0229280	FBpp0256485	0.0026	0.3383	0.0077
46504	FBgn0030291	FBgn0030291	FBpp0073307	FBgn0084145	FBgn0084145	FBpp0260934	0.0392	0.5389	0.0727
46508	FBgn0036878	FBgn0036878	FBpp0074745	FBgn0239715;FBgn0239980	FBgn0239715	FBpp0267505	0.0397	0.4101	0.0968
46511	FBgn0052762	FBgn0052762	FBpp0311778	FBgn0234303	FBgn0234303	FBpp0261821	0.1131	0.384	0.2945
46523	FBgn0036105	FBgn0036105	FBpp0305595	FBgn0239011	FBgn0239011	FBpp0266776	0.0534	0.3644	0.1465
46539	FBgn0031526	FBgn0031526	FBpp0077276	FBgn0235656	FBgn0235656	FBpp0263237	0.1499	0.368	0.4073
46541	FBgn0038525	FBgn0038525	FBpp0082904	FBgn0242552	FBgn0242552	FBpp0270494	0.0116	0.2451	0.0473
46542	FBgn0010412	FBgn0010412	FBpp0074086	FBgn0068055	FBgn0068055	FBpp0262292	0.0027	0.1113	0.0243
46544	FBgn0032087	FBgn0032087	FBpp0079366	FBgn0068191	FBgn0068191	FBpp0263831	0.0532	0.3644	0.146
46548	FBgn0262005	FBgn0262005	FBpp0292838	FBgn0241299	FBgn0241299	FBpp0269177	0.0541	0.3661	0.1478
46550	FBgn0261058	FBgn0261058	FBpp0291150	FBgn0276411	FBgn0276411	FBpp0358123	0.155	0.2963	0.5231
46554	FBgn0054005	FBgn0054005	FBpp0311090	FBgn0229699	FBgn0229699	FBpp0256926	0.0767	0.2848	0.2693
46555	FBgn0032731	FBgn0032731	FBpp0309283	FBgn0230413	FBgn0230413	FBpp0257698	0.0037	0.3173	0.0117
46565	FBgn0032001	FBgn0032001	FBpp0088874	FBgn0236137	FBgn0236137	FBpp0263755	0.0057	0.1741	0.0327
46571	FBgn0053630;FBgn0053631	FBgn0053630	FBpp0090979	FBgn0243051;FBgn0243053	FBgn0243051	FBpp0271018	0.0756	0.4162	0.1816
46572	FBgn0266417	FBgn0266417	FBpp0310769	FBgn0240109;FBgn0239778	FBgn0240109	FBpp0362131	0.0092	0.2811	0.0327
46575	FBgn0037227	FBgn0037227	FBpp0078615	FBgn0242474	FBgn0242474	FBpp0270410	0.0277	0.5406	0.0512
46577	FBgn0029531	FBgn0029531	FBpp0070145	FBgn0234086	FBgn0234086	FBpp0356594	0.1289	0.5819	0.2215
46579	FBgn0034755	FBgn0034755	FBpp0071840	FBgn0229636	FBgn0229636	FBpp0256858	0.0286	0.2584	0.1107
